time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m
2016-07-18 1300,178.75,0,246.9,0.02,72.3,30.4,0.62
2016-07-18 1400,150.97,0,210.92,0.02,63.29,29.98,0.41
2016-07-18 1500,40.25,0,67.97,0.01,50.8,29.22,0.48
2016-07-18 1600,90.97,0,131.95,0.01,37.29,26.29,0.55
2016-07-18 1700,71.15,0,106.96,0.01,23.41,26.33,0.55
2016-07-18 1800,42.71,0,69.95,0.01,9.42,24.75,0.41
2016-07-18 1900,0,0,0,0,0,23.87,0.07
2016-07-18 2000,0,0,0,0,0,23.42,0.28
2016-07-18 2100,0,0,0,0,0,23.3,0.41
2016-07-18 2200,0,0,0,0,0,22.99,0.62
2016-07-18 2300,0,0,0,0,0,22.92,0.41
2016-07-19 0000,0,0,0,0,0,23.05,0.21
2016-07-19 0100,0,0,0,0,0,22.89,0.21
2016-07-19 0200,0,0,0,0,0,22.69,0.34
2016-07-19 0300,0,0,0,0,0,22.37,0.62
2016-07-19 0400,0,0,0,0,0,22.15,0.69
2016-07-19 0500,0,0,0,0,0,22.43,0.07
2016-07-19 0600,0,0,0,0,0,22,0.55
2016-07-19 0700,4.86,0,15.99,0,7.81,22.5,0.34
2016-07-19 0800,106.76,0,149.89,0.01,21.82,23.31,0.34
2016-07-19 0900,49.75,0,78.97,0.01,35.74,24.38,0.21
2016-07-19 1000,292.38,47.02,339.55,0.03,49.34,25.16,0.28
2016-07-19 1100,548.84,421.21,319.14,0.06,62.05,26.34,0.48
2016-07-19 1200,514.1,255.56,438.73,0.06,71.78,27.28,0.69
2016-07-19 1300,453.89,144.27,467.24,0.05,72.47,28.09,0.76
2016-07-19 1400,459.71,199.7,428.08,0.05,63.41,30.11,0.48
2016-07-19 1500,261.97,22.72,332.79,0.03,50.88,30.23,0.48
2016-07-19 1600,124.57,0,175.93,0.01,37.34,28.57,0.48
2016-07-19 1700,186.01,75.33,179.39,0.02,23.44,26.62,0.62
2016-07-19 1800,8.95,0,22.98,0,9.44,25.26,0.76
2016-07-19 1900,0,0,0,0,0,24.18,0.69
2016-07-19 2000,0,0,0,0,0,23.65,0.48
2016-07-19 2100,0,0,0,0,0,23.38,0.28
2016-07-19 2200,0,0,0,0,0,23,0.69
2016-07-19 2300,0,0,0,0,0,22.65,0.69
2016-07-20 0000,0,0,0,0,0,22.32,0.34
2016-07-20 0100,0,0,0,0,0,21.89,0.62
2016-07-20 0200,0,0,0,0,0,23.47,0.34
2016-07-20 0300,0,0,0,0,0,23.29,0.34
2016-07-20 0400,0,0,0,0,0,22.8,0.34
2016-07-20 0500,0,0,0,0,0,22.97,0.21
2016-07-20 0600,0,0,0,0,0,22.71,0.28
2016-07-20 0700,12.35,0,27.98,0,7.79,22.54,0.55
2016-07-20 0800,75.57,0,110.92,0.01,21.82,23.13,0.97
2016-07-20 0900,312.89,171.96,236.42,0.03,35.75,24.21,0.76
2016-07-20 1000,521.18,528.13,163.24,0.06,49.38,25.53,0.55
2016-07-20 1100,591.69,580.72,227.21,0.07,62.14,26.73,0.28
2016-07-20 1200,584.31,450.99,354.31,0.06,71.94,27.35,0.21
2016-07-20 1300,361.07,46.45,437.65,0.04,72.65,27.29,0.34
2016-07-20 1400,511.53,290.69,398.84,0.06,63.52,27.83,0.83
2016-07-20 1500,143.51,0,196.92,0.02,50.96,25.57,0.9
2016-07-20 1600,59.03,0,90.96,0.01,37.39,25,0.83
2016-07-20 1700,29.94,0,52.98,0,23.47,24.38,0.48
2016-07-20 1800,25.57,0,46.97,0,9.45,23.87,0.14
2016-07-20 1900,0,0,0,0,0,23,0.41
2016-07-20 2000,0,0,0,0,0,22.72,0.55
2016-07-20 2100,0,0,0,0,0,22.49,0.55
2016-07-20 2200,0,0,0,0,0,22.08,0.41
2016-07-20 2300,0,0,0,0,0,21.7,0.28
2016-07-21 0000,0,0,0,0,0,21.5,0.41
2016-07-21 0100,0,0,0,0,0,21.44,0.41
2016-07-21 0200,0,0,0,0,0,22.3,0.28
2016-07-21 0300,0,0,0,0,0,22.18,0.21
2016-07-21 0400,0,0,0,0,0,22.12,0.21
2016-07-21 0500,0,0,0,0,0,22,0.14
2016-07-21 0600,0,0,0,0,0,21.66,0.48
2016-07-21 0700,8.48,0,21.98,0,7.77,22.17,0.34
2016-07-21 0800,107.48,0,150.89,0.01,21.81,23.43,0.28
2016-07-21 0900,245.3,65.11,259.29,0.03,35.77,24.82,0.41
2016-07-21 1000,462.27,335.16,276.11,0.05,49.43,26.24,0.76
2016-07-21 1100,525.49,350.45,355.29,0.06,62.23,27.19,0.83
2016-07-21 1200,646.91,650.43,239.39,0.07,72.1,28.06,0.83
2016-07-21 1300,543.83,324.2,420.7,0.06,72.82,29.13,0.69
2016-07-21 1400,574.15,494.45,299.61,0.06,63.64,30.51,0.62
2016-07-21 1500,427.59,222.37,354.05,0.05,51.03,28.83,0.41
2016-07-21 1600,49.22,0,78.97,0.01,37.44,26.76,0.97
2016-07-21 1700,86.57,0.98,124.95,0.01,23.5,25.19,0.34
2016-07-21 1800,29.94,0,52.96,0,9.46,24.24,0.21
2016-07-21 1900,0,0,0,0,0,23.69,0.83
2016-07-21 2000,0,0,0,0,0,22.95,0.62
2016-07-21 2100,0,0,0,0,0,23,0.14
2016-07-21 2200,0,0,0,0,0,22.49,0.28
2016-07-21 2300,0,0,0,0,0,22.71,0.28
2016-07-22 0000,0,0,0,0,0,22.48,0.28
2016-07-22 0100,0,0,0,0,0,21.58,0.34
2016-07-22 0200,0,0,0,0,0,21.46,0.62
2016-07-22 0300,0,0,0,0,0,21.38,0.48
2016-07-22 0400,0,0,0,0,0,21.55,0.55
2016-07-22 0500,0,0,0,0,0,21.22,0.69
2016-07-22 0600,0,0,0,0,0,21.04,0.62
2016-07-22 0700,25.13,0,45.97,0,7.75,21.79,0.48
2016-07-22 0800,100.81,0,141.9,0.01,21.81,22.46,0.55
2016-07-22 0900,309.15,163.29,240.5,0.03,35.79,24.04,0.62
2016-07-22 1000,493.1,426.37,226.06,0.05,49.48,25.16,0.48
2016-07-22 1100,589.73,547.42,249.19,0.06,62.32,25.96,0.55
2016-07-22 1200,664.71,717.65,198.55,0.07,72.26,27.02,0.62
2016-07-22 1300,507.82,231.32,453.96,0.05,73.01,26.68,0.55
2016-07-22 1400,281.58,12.86,358.82,0.03,63.76,26.27,1.52
2016-07-22 1500,45.64,0,73.97,0.01,51.11,25.79,1.45
2016-07-22 1600,97.22,0,138.94,0.01,37.48,25.29,1.17
2016-07-22 1700,98.68,2.94,137.93,0.01,23.52,25.02,0.76
2016-07-22 1800,25.52,0,46.97,0,9.46,24.36,0.55
2016-07-22 1900,0,0,0,0,0,23.99,0.34
2016-07-22 2000,0,0,0,0,0,23.67,0.62
2016-07-22 2100,0,0,0,0,0,22.77,0.55
2016-07-22 2200,0,0,0,0,0,22.42,0.69
2016-07-22 2300,0,0,0,0,0,21.86,0.76
2016-07-23 0000,0,0,0,0,0,21.83,0.62
2016-07-23 0100,0,0,0,0,0,21.99,0.34
2016-07-23 0200,0,0,0,0,0,22.52,0.48
2016-07-23 0300,0,0,0,0,0,22.19,0.76
2016-07-23 0400,0,0,0,0,0,22.19,0.69
2016-07-23 0500,0,0,0,0,0,22.4,0.62
2016-07-23 0600,0,0,0,0,0,22.05,0.48
2016-07-23 0700,25.03,0,45.97,0,7.73,22.54,0.62
2016-07-23 0800,27.93,0,49.96,0,21.81,23.03,0.97
2016-07-23 0900,389.84,379.16,126.22,0.04,35.82,23.56,0.9
2016-07-23 1000,542.77,570.57,138.43,0.06,49.53,24.29,1.17
2016-07-23 1100,646.84,719.84,141.67,0.07,62.41,25.07,1.31
2016-07-23 1200,705.06,834.26,123.96,0.08,72.43,25.86,1.17
2016-07-23 1300,568.96,351.98,410.67,0.06,73.2,26.43,1.24
2016-07-23 1400,80.28,0,119.95,0.01,63.88,29.29,0.83
2016-07-23 1500,158.03,0,217.91,0.02,51.18,28.38,0.83
2016-07-23 1600,403.95,351.16,185.89,0.04,37.53,27.67,0.62
2016-07-23 1700,235.29,177.33,143,0.03,23.55,26.05,0.83
2016-07-23 1800,43.44,0,70.95,0.01,9.47,25.07,0.83
2016-07-23 1900,0,0,0,0,0,24.28,0.34
2016-07-23 2000,0,0,0,0,0,24.03,0.34
2016-07-23 2100,0,0,0,0,0,23.5,0.55
2016-07-23 2200,0,0,0,0,0,23.52,0.34
2016-07-23 2300,0,0,0,0,0,23.55,0.21
2016-07-24 0000,0,0,0,0,0,23.15,0.21
2016-07-24 0100,0,0,0,0,0,22.78,0.28
2016-07-24 0200,0,0,0,0,0,22.58,0.34
2016-07-24 0300,0,0,0,0,0,22.05,0.34
2016-07-24 0400,0,0,0,0,0,22.1,0.28
2016-07-24 0500,0,0,0,0,0,21.82,0.21
2016-07-24 0600,0,0,0,0,0,21.68,0.14
2016-07-24 0700,4.88,0,15.99,0,7.72,22,0.62
2016-07-24 0800,90.94,0,129.91,0.01,21.82,23.22,1.31
2016-07-24 0900,193.49,20.42,236.74,0.02,35.84,24.52,1.52
2016-07-24 1000,268.78,29.42,324.69,0.03,49.58,25.93,1.45
2016-07-24 1100,394.5,97.5,424.33,0.04,62.51,27.02,1.31
2016-07-24 1200,585.79,412.75,376.42,0.06,72.61,27.8,1.45
2016-07-24 1300,446.43,125.59,469.35,0.05,73.39,28.32,1.66
2016-07-24 1400,293.49,17.81,374.8,0.03,64,28.88,1.31
2016-07-24 1500,239.78,10.88,310.84,0.03,51.25,28.65,1.45
2016-07-24 1600,67.81,0,102.96,0.01,37.57,27.24,1.31
2016-07-24 1700,49.48,0,78.97,0.01,23.57,25.78,1.03
2016-07-24 1800,2.15,0,10.99,0,9.47,25.05,0.83
2016-07-24 1900,0,0,0,0,0,24.4,0.83
2016-07-24 2000,0,0,0,0,0,23.79,0.55
2016-07-24 2100,0,0,0,0,0,23.39,0.76
2016-07-24 2200,0,0,0,0,0,23.23,0.55
2016-07-24 2300,0,0,0,0,0,23.49,0.41
2016-07-25 0000,0,0,0,0,0,23.04,0.21
2016-07-25 0100,0,0,0,0,0,22.63,0.21
2016-07-25 0200,0,0,0,0,0,22.98,0.48
2016-07-25 0300,0,0,0,0,0,22.14,0.62
2016-07-25 0400,0,0,0,0,0,22.21,0.55
2016-07-25 0500,0,0,0,0,0,22.41,0.34
2016-07-25 0600,0,0,0,0,0,22.3,0.41
2016-07-25 0700,67.03,0,99.93,0.01,7.71,22.1,0.48
2016-07-25 0800,71.18,0,105.92,0.01,21.83,24.14,0.9
2016-07-25 0900,383.31,366.7,134.21,0.04,35.87,25.5,1.03
2016-07-25 1000,531.83,552.15,151.38,0.06,49.64,26.62,1.1
2016-07-25 1100,585.85,528,263.22,0.06,62.62,27.54,0.97
2016-07-25 1200,687.44,807.86,142.87,0.08,72.79,28.5,0.97
2016-07-25 1300,547.63,317.48,426.77,0.06,73.58,29.18,1.17
2016-07-25 1400,565.49,425.51,340.72,0.06,64.12,28.85,1.17
2016-07-25 1500,69.42,0,105.96,0.01,51.32,29.34,1.31
2016-07-25 1600,72.43,0,108.96,0.01,37.61,27.48,1.24
2016-07-25 1700,68.68,0,103.96,0.01,23.59,26.73,0.76
2016-07-25 1800,9.54,0,23.98,0,9.47,25.87,0.9
2016-07-25 1900,0,0,0,0,0,25.25,0.48
2016-07-25 2000,0,0,0,0,0,25.17,0.21
2016-07-25 2100,0,0,0,0,0,23.92,0.62
2016-07-25 2200,0,0,0,0,0,24.3,0.34
2016-07-25 2300,0,0,0,0,0,23.38,0.41
2016-07-26 0000,0,0,0,0,0,24.02,0.34
2016-07-26 0100,0,0,0,0,0,23.98,0.21
2016-07-26 0200,0,0,0,0,0,22.83,0.55
2016-07-26 0300,0,0,0,0,0,22.62,0.55
2016-07-26 0400,0,0,0,0,0,22.59,0.34
2016-07-26 0500,0,0,0,0,0,22.89,0.14
2016-07-26 0600,0,0,0,0,0,22.76,0.28
2016-07-26 0700,66.69,0,99.93,0.01,7.7,22.91,0.14
2016-07-26 0800,57.34,0,88.94,0.01,21.83,25.02,0.07
2016-07-26 0900,192.43,20.43,236.74,0.02,35.9,24.56,0.55
2016-07-26 1000,208.78,5.89,272.86,0.02,49.7,25.74,1.03
2016-07-26 1100,69.67,0,104.96,0.01,62.72,26.41,1.31
2016-07-26 1200,243.62,1.98,321.87,0.03,72.98,26.25,1.17
2016-07-26 1300,391.16,65.29,454.59,0.04,73.78,26.62,0.9
2016-07-26 1400,214.18,0.99,285.88,0.02,64.24,26.71,1.17
2016-07-26 1500,352.6,89.03,377.54,0.04,51.39,26.78,0.9
2016-07-26 1600,327.62,154.98,278.26,0.03,37.65,27.04,0.83
2016-07-26 1700,244.68,208.92,127.02,0.03,23.6,26.46,0.14
2016-07-26 1800,25.98,0,47.97,0,9.47,26.21,0.34
2016-07-26 1900,0,0,0,0,0,25.02,0.34
2016-07-26 2000,0,0,0,0,0,24.29,0.55
2016-07-26 2100,0,0,0,0,0,23.7,0.55
2016-07-26 2200,0,0,0,0,0,23.72,0.28
2016-07-26 2300,0,0,0,0,0,23.44,0.34
2016-07-27 0000,0,0,0,0,0,22.97,0.48
2016-07-27 0100,0,0,0,0,0,22.82,0.41
2016-07-27 0200,0,0,0,0,0,23.09,0.41
2016-07-27 0300,0,0,0,0,0,23,0
2016-07-27 0400,0,0,0,0,0,22.25,0.69
2016-07-27 0500,0,0,0,0,0,22.15,0.41
2016-07-27 0600,0,0,0,0,0,22.36,0.21
2016-07-27 0700,34,0,57.96,0,7.69,22.41,0.14
2016-07-27 0800,42.25,0,68.95,0.01,21.84,23.34,0.41
2016-07-27 0900,376.76,334.78,155.15,0.04,35.93,24.64,1.1
2016-07-27 1000,522.81,513.13,177.28,0.06,49.76,25.5,0.83
2016-07-27 1100,613.95,622.78,207.4,0.07,62.83,26.09,0.69
2016-07-27 1200,661.23,683.65,224.54,0.07,73.17,26.72,0.69
2016-07-27 1300,685.05,763.78,181.85,0.08,73.99,27.11,0.76
2016-07-27 1400,480.12,221.74,427.12,0.05,64.36,29.97,1.24
2016-07-27 1500,399.82,162.27,374.3,0.04,51.46,29.8,1.03
2016-07-27 1600,242.98,44.43,281.71,0.03,37.69,28.6,0.97
2016-07-27 1700,105.98,4.91,146.92,0.01,23.62,27.57,0.55
2016-07-27 1800,2.13,0,10.99,0,9.46,26.67,0.69
2016-07-27 1900,0,0,0,0,0,24.99,1.17
2016-07-27 2000,0,0,0,0,0,24.17,1.24
2016-07-27 2100,0,0,0,0,0,23.45,1.24
2016-07-27 2200,0,0,0,0,0,22.55,0.97
2016-07-27 2300,0,0,0,0,0,22.59,0.69
2016-07-28 0000,0,0,0,0,0,22.34,0.55
2016-07-28 0100,0,0,0,0,0,22.58,0.28
2016-07-28 0200,0,0,0,0,0,23.54,0.48
2016-07-28 0300,0,0,0,0,0,23.56,0.21
2016-07-28 0400,0,0,0,0,0,23.25,0.21
2016-07-28 0500,0,0,0,0,0,22.99,0.21
2016-07-28 0600,0,0,0,0,0,22.22,0.28
2016-07-28 0700,66.79,0,99.93,0.01,7.68,22.59,0.07
2016-07-28 0800,76.67,0,112.92,0.01,21.86,24.29,0.69
2016-07-28 0900,346.6,246.29,205.21,0.04,35.97,25.35,1.38
2016-07-28 1000,522.1,504.41,183.27,0.06,49.83,26.46,1.31
2016-07-28 1100,612.34,612.06,214.39,0.07,62.95,27.61,1.17
2016-07-28 1200,635.21,581.99,287.43,0.07,73.37,28.69,1.17
2016-07-28 1300,454.72,141.5,472.32,0.05,74.19,29.34,1.1
2016-07-28 1400,326.25,33.66,404.74,0.03,64.48,30.04,1.31
2016-07-28 1500,325.53,63.34,371.64,0.03,51.53,29.52,1.38
2016-07-28 1600,38.99,0,65.97,0.01,37.72,28.48,1.93
2016-07-28 1700,119.95,9.82,158.88,0.01,23.63,26.93,1.31
2016-07-28 1800,43.2,0,70.95,0.01,9.45,26.27,1.17
2016-07-28 1900,0,0,0,0,0,25.61,0.83
2016-07-28 2000,0,0,0,0,0,24.83,0.83
2016-07-28 2100,0,0,0,0,0,24.08,0.76
2016-07-28 2200,0,0,0,0,0,23.71,0.76
2016-07-28 2300,0,0,0,0,0,23.36,0.69
2016-07-29 0000,0,0,0,0,0,23.71,0.21
2016-07-29 0100,0,0,0,0,0,23.1,0.34
2016-07-29 0200,0,0,0,0,0,23.72,0.21
2016-07-29 0300,0,0,0,0,0,23.53,0.21
2016-07-29 0400,0,0,0,0,0,23.31,0.41
2016-07-29 0500,0,0,0,0,0,22.65,0.55
2016-07-29 0600,0,0,0,0,0,22.59,0.48
2016-07-29 0700,57.23,0,87.94,0.01,7.68,22.75,0.21
2016-07-29 0800,104.75,0,147.9,0.01,21.87,24.13,0.41
2016-07-29 0900,354.43,274.6,190.18,0.04,36.01,25.54,0.76
2016-07-29 1000,507.3,467.22,206.22,0.05,49.9,26.9,0.9
2016-07-29 1100,542.43,390.37,342.36,0.06,63.07,28.09,0.9
2016-07-29 1200,605.07,490.18,340.45,0.07,73.57,28.87,0.9
2016-07-29 1300,337.77,30.68,423.74,0.04,74.4,29.19,0.83
2016-07-29 1400,434.5,145.57,443.36,0.05,64.59,30.03,0.83
2016-07-29 1500,389.1,143.53,378.38,0.04,51.59,29.08,0.76
2016-07-29 1600,144.81,1.98,200.91,0.02,37.75,29.75,0.28
2016-07-29 1700,239.32,194.44,135.09,0.03,23.64,27.5,0.28
2016-07-29 1800,40.85,0,67.95,0.01,9.44,26.15,0
2016-07-29 1900,0,0,0,0,0,25,0.28
2016-07-29 2000,0,0,0,0,0,24.21,0.28
2016-07-29 2100,0,0,0,0,0,23.67,0.14
2016-07-29 2200,0,0,0,0,0,23.32,0.21
2016-07-29 2300,0,0,0,0,0,22.77,0.55
2016-07-30 0000,0,0,0,0,0,22.38,0.41
2016-07-30 0100,0,0,0,0,0,22.51,0.21
2016-07-30 0200,0,0,0,0,0,23.74,0.28
2016-07-30 0300,0,0,0,0,0,23.58,0.28
2016-07-30 0400,0,0,0,0,0,23.46,0.21
2016-07-30 0500,0,0,0,0,0,23.07,0.21
2016-07-30 0600,0,0,0,0,0,23,0.21
2016-07-30 0700,4.83,0,15.99,0,7.67,23.34,0
2016-07-30 0800,76.55,0,112.92,0.01,21.89,24.23,0.07
2016-07-30 0900,388.44,390.58,122.36,0.04,36.05,25.51,0.21
2016-07-30 1000,522.51,537.03,164.39,0.06,49.97,26.35,0.21
2016-07-30 1100,624.3,714.83,151.71,0.07,63.19,27.58,0.07
2016-07-30 1200,667.74,770.99,171.81,0.08,73.77,28.89,0.21
2016-07-30 1300,554.28,347.44,417.81,0.06,74.61,29.15,0.41
2016-07-30 1400,617.47,642.81,219.89,0.07,64.71,28.85,0.14
2016-07-30 1500,544.13,542.58,196,0.06,51.65,28.14,0.41
2016-07-30 1600,383.13,288.56,223.05,0.04,37.78,27.92,0.34
2016-07-30 1700,260.18,261.33,97.15,0.03,23.64,27.21,0.41
2016-07-30 1800,43.14,0,70.95,0.01,9.43,26.35,0.62
2016-07-30 1900,0,0,0,0,0,25.54,0.62
2016-07-30 2000,0,0,0,0,0,24.8,0.69
2016-07-30 2100,0,0,0,0,0,24.33,0.76
2016-07-30 2200,0,0,0,0,0,24.1,0.62
2016-07-30 2300,0,0,0,0,0,24.49,0.34
2016-07-31 0000,0,0,0,0,0,24.21,0.34
2016-07-31 0100,0,0,0,0,0,24.06,0.34
2016-07-31 0200,0,0,0,0,0,24.23,0.34
2016-07-31 0300,0,0,0,0,0,23.96,0.21
2016-07-31 0400,0,0,0,0,0,23.75,0.14
2016-07-31 0500,0,0,0,0,0,23.32,0.21
2016-07-31 0600,0,0,0,0,0,23,0.34
2016-07-31 0700,48.47,0,76.95,0.01,7.67,23.24,0.28
2016-07-31 0800,69.23,0,103.93,0.01,21.91,24.8,0.21
2016-07-31 0900,389.2,391.68,122.38,0.04,36.09,26.31,0.48
2016-07-31 1000,526.78,537.16,165.41,0.06,50.04,27.29,0.83
2016-07-31 1100,626.88,677.5,176.6,0.07,63.31,28.48,1.03
2016-07-31 1200,671.57,729.61,199.71,0.07,73.99,29.47,1.1
2016-07-31 1300,541.64,304.94,435.91,0.06,74.83,30.21,1.1
2016-07-31 1400,624.76,632.03,227.89,0.07,64.83,30.44,1.17
2016-07-31 1500,505.73,407.02,275.95,0.05,51.71,30.36,1.17
2016-07-31 1600,302.46,115.65,289.46,0.03,37.81,30.09,1.24
2016-07-31 1700,195.32,90.42,179.43,0.02,23.65,29.32,0.9
2016-07-31 1800,37.55,0,63.95,0.01,9.41,27.66,0.28
2016-07-31 1900,0,0,0,0,0,25.98,0.69
2016-07-31 2000,0,0,0,0,0,25.4,1.03
2016-07-31 2100,0,0,0,0,0,25.07,1.17
2016-07-31 2200,0,0,0,0,0,24.51,1.17
2016-07-31 2300,0,0,0,0,0,23.81,0.97
2016-08-01 0000,0,0,0,0,0,23.4,0.9
2016-08-01 0100,0,0,0,0,0,23.25,0.69
2016-08-01 0200,0,0,0,0,0,23.56,0.62
2016-08-01 0300,0,0,0,0,0,22.97,0.76
2016-08-01 0400,0,0,0,0,0,22.91,0.62
2016-08-01 0500,0,0,0,0,0,23.37,0.48
2016-08-01 0600,0,0,0,0,0,22.94,0.21
2016-08-01 0700,4.85,0,15.99,0,7.68,22.94,0.14
2016-08-01 0800,25.49,0,46.97,0,21.93,24.55,0.55
2016-08-01 0900,180.74,14.62,228.8,0.02,36.14,26.01,1.17
2016-08-01 1000,401.68,185.64,344.8,0.04,50.12,27.13,1.1
2016-08-01 1100,643,739.77,137.83,0.07,63.44,28.42,1.03
2016-08-01 1200,690.59,814.78,146.96,0.08,74.2,29.47,0.97
2016-08-01 1300,695.74,826.85,147.09,0.08,75.04,30.38,1.03
2016-08-01 1400,624.67,643.06,221.93,0.07,64.94,30.72,0.97
2016-08-01 1500,565.6,627.02,145.19,0.06,51.77,30.58,0.9
2016-08-01 1600,357.78,227.42,254.18,0.04,37.84,30.58,0.76
2016-08-01 1700,252.46,242.87,109.16,0.03,23.65,29.86,0.41
2016-08-01 1800,41.85,0,69.95,0.01,9.39,28.71,0.55
2016-08-01 1900,0,0,0,0,0,27.27,0.76
2016-08-01 2000,0,0,0,0,0,26.25,1.24
2016-08-01 2100,0,0,0,0,0,25.51,1.45
2016-08-01 2200,0,0,0,0,0,24.97,1.45
2016-08-01 2300,0,0,0,0,0,24.32,1.24
2016-08-02 0000,0,0,0,0,0,23.86,1.24
2016-08-02 0100,0,0,0,0,0,23.25,1.24
2016-08-02 0200,0,0,0,0,0,24.07,0.83
2016-08-02 0300,0,0,0,0,0,23.41,0.9
2016-08-02 0400,0,0,0,0,0,23.08,0.9
2016-08-02 0500,0,0,0,0,0,22.78,0.83
2016-08-02 0600,0,0,0,0,0,22.42,0.76
2016-08-02 0700,66.1,0,98.93,0.01,7.68,22.54,0.62
2016-08-02 0800,75.71,0,111.92,0.01,21.96,24.79,0.83
2016-08-02 0900,373.11,326.6,163.24,0.04,36.18,26.3,0.97
2016-08-02 1000,545.5,597.34,128.66,0.06,50.2,27.73,1.17
2016-08-02 1100,628.74,676.78,179.63,0.07,63.57,29.11,1.24
2016-08-02 1200,659.87,675.49,236.64,0.07,74.42,30.31,1.31
2016-08-02 1300,699.97,827.99,147.1,0.08,75.26,31.11,1.45
2016-08-02 1400,593.98,515.34,298.86,0.07,65.05,31.45,1.52
2016-08-02 1500,451.81,265.53,345.15,0.05,51.83,31.45,1.31
2016-08-02 1600,293.37,105.83,290.51,0.03,37.86,30.74,0.69
2016-08-02 1700,190.99,84.6,180.49,0.02,23.65,29.35,0.28
2016-08-02 1800,36.61,0,62.96,0.01,9.37,28.75,0.55
2016-08-02 1900,0,0,0,0,0,28.21,0.41
2016-08-02 2000,0,0,0,0,0,27.33,0.62
2016-08-02 2100,0,0,0,0,0,26.4,0.9
2016-08-02 2200,0,0,0,0,0,25.63,0.97
2016-08-02 2300,0,0,0,0,0,25.16,0.9
2016-08-03 0000,0,0,0,0,0,24.95,0.83
2016-08-03 0100,0,0,0,0,0,24.67,0.76
2016-08-03 0200,0,0,0,0,0,24.11,0.83
2016-08-03 0300,0,0,0,0,0,24.07,0.76
2016-08-03 0400,0,0,0,0,0,23.93,0.69
2016-08-03 0500,0,0,0,0,0,23.45,0.83
2016-08-03 0600,0,0,0,0,0,23.16,0.83
2016-08-03 0700,4.82,0,15.99,0,7.69,23.73,0.55
2016-08-03 0800,106.45,0,150.89,0.01,21.99,25.81,0.9
2016-08-03 0900,375.91,333.53,160.26,0.04,36.23,27,1.24
2016-08-03 1000,504.21,450.08,221.29,0.05,50.28,28.25,1.17
2016-08-03 1100,582.34,514.11,279.4,0.06,63.7,29.59,1.1
2016-08-03 1200,665.37,718.15,210.73,0.07,74.65,30.83,1.03
2016-08-03 1300,665.44,700.36,229.84,0.07,75.49,31.47,1.17
2016-08-03 1400,548.55,384.6,367.95,0.06,65.16,31.79,1.31
2016-08-03 1500,398.84,159.55,378.4,0.04,51.88,30.07,0.76
2016-08-03 1600,419.44,411.57,156.17,0.05,37.88,29.8,0.21
2016-08-03 1700,216.37,135.81,163.31,0.02,23.64,29.04,0.48
2016-08-03 1800,15.27,0,32.98,0,9.34,28.08,0.83
2016-08-03 1900,0,0,0,0,0,27.15,1.45
2016-08-03 2000,0,0,0,0,0,26.56,1.38
2016-08-03 2100,0,0,0,0,0,25.88,1.1
2016-08-03 2200,0,0,0,0,0,25.16,0.97
2016-08-03 2300,0,0,0,0,0,24.7,0.9
2016-08-04 0000,0,0,0,0,0,24.44,0.83
2016-08-04 0100,0,0,0,0,0,23.79,1.1
2016-08-04 0200,0,0,0,0,0,23.47,1.17
2016-08-04 0300,0,0,0,0,0,23.25,1.1
2016-08-04 0400,0,0,0,0,0,23.3,0.97
2016-08-04 0500,0,0,0,0,0,23.08,1.1
2016-08-04 0600,0,0,0,0,0,22.71,1.1
2016-08-04 0700,57.16,0,87.94,0.01,7.7,23.38,1.1
2016-08-04 0800,80.67,0,117.92,0.01,22.01,24.59,1.24
2016-08-04 0900,396.42,388.27,127.42,0.04,36.29,25.79,1.59
2016-08-04 1000,459.58,305.7,299.43,0.05,50.36,27.27,1.52
2016-08-04 1100,563.74,433.29,325.44,0.06,63.83,28.9,1.52
2016-08-04 1200,698.7,819.21,147.01,0.08,74.88,29.96,1.45
2016-08-04 1300,694.1,786.7,176.03,0.08,75.71,30.71,1.52
2016-08-04 1400,589.44,494.73,311.91,0.06,65.27,30.07,1.17
2016-08-04 1500,565.46,607.63,159.2,0.06,51.93,29.79,1.03
2016-08-04 1600,414.43,374.09,178.16,0.04,37.89,28.78,0.9
2016-08-04 1700,244.61,205.78,130.21,0.03,23.63,27.81,0.76
2016-08-04 1800,38.43,0,64.95,0.01,9.32,27.2,0.97
2016-08-04 1900,0,0,0,0,0,26.44,1.03
2016-08-04 2000,0,0,0,0,0,25.84,0.97
2016-08-04 2100,0,0,0,0,0,25.03,0.97
2016-08-04 2200,0,0,0,0,0,24.21,1.03
2016-08-04 2300,0,0,0,0,0,23.8,1.03
2016-08-05 0000,0,0,0,0,0,23.72,0.83
2016-08-05 0100,0,0,0,0,0,23.86,0.62
2016-08-05 0200,0,0,0,0,0,24.5,0.62
2016-08-05 0300,0,0,0,0,0,24.16,0.62
2016-08-05 0400,0,0,0,0,0,23.89,0.76
2016-08-05 0500,0,0,0,0,0,23.75,0.62
2016-08-05 0600,0,0,0,0,0,23.55,0.62
2016-08-05 0700,59.3,0,90.94,0.01,7.71,23.82,0.34
2016-08-05 0800,75.71,0,111.92,0.01,22.05,24.58,0.41
2016-08-05 0900,343.57,237.14,213.39,0.04,36.34,25.52,0.76
2016-08-05 1000,546.17,580.09,142.63,0.06,50.45,26.99,1.31
